id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5062_14TH%20ST%20AND%20HARVARD%20ST NW.txt,14th St -- Harvard St NW / Washington  DC,x,Sat  May 04 2013,16:15-17:15,0,462,33,0,0,0,65,426,0,42,274,88,74,259,48,353,20,38,0,34,38.926573,-77.032407
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5062_14TH%20ST%20AND%20HARVARD%20ST NW.txt,14th St -- Harvard St NW / Washington  DC,x,Wed  May 01 2013,08:30-09:30,0,741,38,0,0,0,64,320,1,65,260,45,94,139,80,269,14,171,0,4,38.926573,-77.032407
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5062_14TH%20ST%20AND%20HARVARD%20ST NW.txt,14th St -- Harvard St NW / Washington  DC,x,Wed  May 01 2013,11:30-12:30,0,358,43,0,0,0,53,340,0,57,290,70,60,240,99,252,4,32,0,8,38.926573,-77.032407
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5062_14TH%20ST%20AND%20HARVARD%20ST NW.txt,14th St -- Harvard St NW / Washington  DC,x,Wed  May 01 2013,17:00-18:00,0,417,45,0,0,0,111,648,0,140,278,50,72,234,72,415,14,47,0,60,38.926573,-77.032407
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5062_14TH%20ST%20AND%20HARVARD%20ST NW.txt,14th St -- Harvard St NW / Washington  DC,x,Wed  May 01 2013,19:00-20:00,0,361,36,0,0,0,84,374,0,59,231,66,75,288,80,355,23,33,0,54,38.926573,-77.032407
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5063_14TH%20ST%20AND%20IRVING%20ST NW.txt,14th St -- Irving St NW / Washington  DC,x,Sat  May 04 2013,15:45-16:45,0,352,63,0,0,0,53,476,1,90,369,91,678,644,488,1732,12,53,0,49,38.928805,-77.032612
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5063_14TH%20ST%20AND%20IRVING%20ST NW.txt,14th St -- Irving St NW / Washington  DC,x,Wed  Apr 24 2013,08:00-09:00,0,573,50,0,0,0,36,301,0,95,361,59,338,445,357,951,15,202,0,9,38.928805,-77.032612
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5063_14TH%20ST%20AND%20IRVING%20ST NW.txt,14th St -- Irving St NW / Washington  DC,x,Wed  Apr 24 2013,12:00-13:00,0,309,59,0,0,0,57,393,0,92,276,77,522,469,290,1142,2,27,1,10,38.928805,-77.032612
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5063_14TH%20ST%20AND%20IRVING%20ST NW.txt,14th St -- Irving St NW / Washington  DC,x,Wed  Apr 24 2013,17:00-18:00,0,344,65,0,0,0,71,471,0,92,456,124,740,701,427,1685,4,34,0,74,38.928805,-77.032612
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5064_14TH%20ST%20AND%20KALMIA%20RD NW.txt,14th St -- Kalmia Rd NW / Washington  DC,x,Sat  May 11 2013,15:30-16:30,6,29,4,6,40,3,4,17,7,7,65,4,3,2,10,6,0,0,0,0,38.985092,-77.033411
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5064_14TH%20ST%20AND%20KALMIA%20RD NW.txt,14th St -- Kalmia Rd NW / Washington  DC,x,Wed  May 01 2013,07:45-08:45,21,52,4,5,97,56,15,9,9,24,75,4,8,5,6,9,1,0,3,0,38.985092,-77.033411
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5064_14TH%20ST%20AND%20KALMIA%20RD NW.txt,14th St -- Kalmia Rd NW / Washington  DC,x,Wed  May 01 2013,11:45-12:45,6,12,5,4,40,6,4,8,5,5,40,2,1,7,2,5,1,0,1,0,38.985092,-77.033411
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5064_14TH%20ST%20AND%20KALMIA%20RD NW.txt,14th St -- Kalmia Rd NW / Washington  DC,x,Wed  May 01 2013,17:00-18:00,16,29,5,6,67,10,14,24,8,15,91,3,3,3,6,17,2,0,1,1,38.985092,-77.033411
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5065a_14TH%20ST%20AND%20KENNEDY%20ST%20AND%20COLORADO%20AVE NW.txt,14th St -- Kennedy St NW/Colorado Ave (South) / Washington  DC,x,Wed  Apr 24 2013,07:45-08:45,269,643,1,1,0,8,0,298,0,1,0,87,5,79,29,22,0,45,0,3,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5065a_14TH%20ST%20AND%20KENNEDY%20ST%20AND%20COLORADO%20AVE NW.txt,14th St -- Kennedy St NW/Colorado Ave (South) / Washington  DC,x,Wed  Apr 24 2013,12:00-13:00,90,214,0,1,0,6,0,218,0,3,0,73,5,43,9,23,0,4,0,5,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5065a_14TH%20ST%20AND%20KENNEDY%20ST%20AND%20COLORADO%20AVE NW.txt,14th St -- Kennedy St NW/Colorado Ave (South) / Washington  DC,x,Wed  Apr 24 2013,17:00-18:00,89,324,0,3,0,10,0,509,0,6,0,209,15,67,25,73,0,7,0,23,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5065a_14TH%20ST%20AND%20KENNEDY%20ST%20AND%20COLORADO%20AVE NW.txt,14th St -- Kennedy St/Colorado Ave (South) / Washington  DC,x,Sat  May 04 2013,15:45-16:45,91,291,0,0,0,6,0,354,1,2,0,152,2,0,19,12,0,9,0,10,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5065b_14TH%20ST%20AND%20KENNEDY%20ST%20AND%20COLORADO%20AVE NW.txt,14th St -- Kennedy St & Colorado Ave (North) / Washington  DC,x,Sat  Sep 07 2013,16:00-17:00,0,253,0,7,0,54,0,356,0,0,0,0,4,35,1,13,0,5,0,7,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5065b_14TH%20ST%20AND%20KENNEDY%20ST%20AND%20COLORADO%20AVE NW.txt,14th St -- Kennedy St & Colorado Ave (North) / Washington  DC,x,Tue  Sep 10 2013,07:45-08:45,0,609,0,6,0,223,0,274,0,0,0,0,7,38,1,23,0,14,0,7,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5065b_14TH%20ST%20AND%20KENNEDY%20ST%20AND%20COLORADO%20AVE NW.txt,14th St -- Kennedy St & Colorado Ave (North) / Washington  DC,x,Tue  Sep 10 2013,11:45-12:45,0,188,3,6,0,82,0,174,0,0,0,0,5,25,0,15,0,1,0,3,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5065b_14TH%20ST%20AND%20KENNEDY%20ST%20AND%20COLORADO%20AVE NW.txt,14th St -- Kennedy St & Colorado Ave (North) / Washington  DC,x,Tue  Sep 10 2013,17:00-18:00,0,317,0,6,0,83,0,477,0,0,0,0,15,38,3,36,0,3,0,10,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5066_16TH%20ST%20AND%20FULLER%20ST NW.txt,16th St -- Fuller St NW / Washington  DC,x,Sat  May 04 2013,15:00-16:00,17,943,28,8,8,7,9,569,18,0,0,0,50,205,39,138,0,37,8,16,38.924765,-77.036484
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5066_16TH%20ST%20AND%20FULLER%20ST NW.txt,16th St -- Fuller St NW / Washington  DC,x,Wed  May 01 2013,07:45-08:45,26,1556,17,59,63,10,11,553,9,0,0,0,71,36,55,104,0,37,0,2,38.924765,-77.036484
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5066_16TH%20ST%20AND%20FULLER%20ST NW.txt,16th St -- Fuller St NW / Washington  DC,x,Wed  May 01 2013,11:30-12:30,19,801,25,5,13,8,3,472,6,0,0,0,31,31,30,59,1,18,2,9,38.924765,-77.036484
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5066_16TH%20ST%20AND%20FULLER%20ST NW.txt,16th St -- Fuller St NW / Washington  DC,x,Wed  May 01 2013,17:30-18:30,29,1007,27,37,40,11,12,831,11,0,0,0,39,246,72,235,0,14,2,29,38.924765,-77.036484
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5067_14TH%20ST%20AND%20KENYON%20ST%20AND%20PARK%20RD NW.txt,14th St -- Kenyon St & Park Rd NW (North) / Washington  DC,x,Sat  May 04 2013,15:45-16:45,0,421,26,110,0,0,0,389,0,0,0,0,539,745,0,0,0,39,0,38,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5067_14TH%20ST%20AND%20KENYON%20ST%20AND%20PARK%20RD NW.txt,14th St -- Kenyon St & Park Rd NW (North) / Washington  DC,x,Wed  May 01 2013,08:30-09:30,0,624,3,102,0,3,61,282,0,0,0,0,398,368,0,0,0,168,0,4,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5067_14TH%20ST%20AND%20KENYON%20ST%20AND%20PARK%20RD NW.txt,14th St -- Kenyon St & Park Rd NW (North) / Washington  DC,x,Wed  May 01 2013,12:00-13:00,0,373,11,96,0,0,81,310,0,0,0,0,433,512,0,0,0,19,0,8,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5067_14TH%20ST%20AND%20KENYON%20ST%20AND%20PARK%20RD NW.txt,14th St -- Kenyon St & Park Rd NW (North) / Washington  DC,x,Wed  May 01 2013,17:30-18:30,0,404,7,79,0,2,65,508,0,0,0,0,433,592,0,0,0,33,0,55,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5067_14TH%20ST%20AND%20KENYON%20ST%20AND%20PARK%20RD NW.txt,14th St -- Kenyon St & Park Rd NW (North) / Washington  DC,x,Wed  May 01 2013,19:00-20:00,0,393,9,82,0,0,103,334,0,0,0,0,409,514,0,0,0,18,0,52,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5067a_14TH%20ST%20AND%20KENYON%20ST%20AND%20PARK%20RD NW.txt,14th St -- Kenyon St & Park Rd NW (South) / Washington  DC,x,Sat  May 04 2013,15:45-16:45,94,327,0,45,165,70,94,344,121,0,0,0,0,1036,638,667,0,36,9,37,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5067a_14TH%20ST%20AND%20KENYON%20ST%20AND%20PARK%20RD NW.txt,14th St -- Kenyon St & Park Rd NW (South) / Washington  DC,x,Wed  May 01 2013,07:45-08:45,81,469,0,46,261,136,0,300,75,0,0,0,0,420,278,617,0,170,6,8,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5067a_14TH%20ST%20AND%20KENYON%20ST%20AND%20PARK%20RD NW.txt,14th St -- Kenyon St & Park Rd NW (South) / Washington  DC,x,Wed  May 01 2013,11:45-12:45,92,291,0,42,170,62,0,340,112,0,0,0,0,863,436,466,0,29,1,10,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5067a_14TH%20ST%20AND%20KENYON%20ST%20AND%20PARK%20RD NW.txt,14th St -- Kenyon St & Park Rd NW (South) / Washington  DC,x,Wed  May 01 2013,17:00-18:00,70,314,0,76,214,116,0,485,95,0,0,0,0,986,499,1007,0,31,9,55,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5068_14TH%20ST%20AND%20MERIDIAN%20PL NW.txt,14th St -- Meridian Pl NW / Washington  DC,x,Sat  May 04 2013,15:30-16:30,5,397,42,23,1,7,21,372,7,5,1,3,73,289,61,369,1,50,0,34,38.933480,-77.032730
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5068_14TH%20ST%20AND%20MERIDIAN%20PL NW.txt,14th St -- Meridian Pl NW / Washington  DC,x,Wed  Apr 24 2013,07:30-08:30,4,452,27,4,3,15,0,268,0,16,6,10,22,160,21,226,0,104,0,12,38.933480,-77.032730
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5068_14TH%20ST%20AND%20MERIDIAN%20PL NW.txt,14th St -- Meridian Pl NW / Washington  DC,x,Wed  Apr 24 2013,11:15-12:15,3,351,16,10,1,2,11,301,3,7,3,1,21,207,21,168,0,38,0,25,38.933480,-77.032730
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5068_14TH%20ST%20AND%20MERIDIAN%20PL NW.txt,14th St -- Meridian Pl NW / Washington  DC,x,Wed  Apr 24 2013,17:00-18:00,13,387,35,11,4,8,9,405,8,2,3,2,53,241,32,341,0,45,1,72,38.933480,-77.032730
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5069_14TH%20ST%20AND%20MISSOURI%20AVE NW.txt,14th St -- Missouri Ave NW / Washington  DC,x,Sat  May 04 2013,15:15-16:15,50,142,35,43,575,24,19,229,121,70,642,84,8,27,3,18,1,4,0,4,38.961592,-77.033425
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5069_14TH%20ST%20AND%20MISSOURI%20AVE NW.txt,14th St -- Missouri Ave NW / Washington  DC,x,Tue  Apr 30 2013,07:45-08:45,164,397,45,27,1129,27,7,140,165,103,637,46,30,80,6,36,0,8,0,1,38.961592,-77.033425
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5069_14TH%20ST%20AND%20MISSOURI%20AVE NW.txt,14th St -- Missouri Ave NW / Washington  DC,x,Tue  Apr 30 2013,12:00-13:00,36,115,18,26,465,16,11,123,71,41,431,49,7,24,8,14,0,0,0,0,38.961592,-77.033425
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5069_14TH%20ST%20AND%20MISSOURI%20AVE NW.txt,14th St -- Missouri Ave NW / Washington  DC,x,Tue  Apr 30 2013,17:15-18:15,43,139,16,68,747,14,9,354,156,237,683,161,10,45,10,24,0,1,0,6,38.961592,-77.033425
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5070_14TH%20ST%20AND%20MONROE%20ST NW.txt,14th St -- Monroe St NW / Washington  DC,x,Sat  May 04 2013,15:00-16:00,0,344,20,54,0,64,70,417,2,34,87,48,71,458,125,435,4,53,0,38,38.931185,-77.032716
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5070_14TH%20ST%20AND%20MONROE%20ST NW.txt,14th St -- Monroe St NW / Washington  DC,x,Wed  Apr 24 2013,07:45-08:45,0,391,9,95,0,92,33,320,0,62,83,31,7,257,73,482,15,130,0,9,38.931185,-77.032716
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5070_14TH%20ST%20AND%20MONROE%20ST NW.txt,14th St -- Monroe St NW / Washington  DC,x,Wed  Apr 24 2013,11:00-12:00,0,316,23,48,0,48,48,316,1,41,46,22,8,264,77,244,0,32,0,19,38.931185,-77.032716
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5070_14TH%20ST%20AND%20MONROE%20ST NW.txt,14th St -- Monroe St NW / Washington  DC,x,Wed  Apr 24 2013,17:30-18:30,0,299,20,71,0,46,63,476,0,67,114,29,27,407,150,552,4,39,0,66,38.931185,-77.032716
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5071_14TH%20ST%20AND%20SPRING%20RD NW.txt,14th St -- Spring Rd NW / Washington  DC,x,Sat  May 04 2013,16:00-17:00,42,323,30,35,76,48,46,344,37,13,32,19,50,98,107,191,1,26,3,26,38.937078,-77.032730
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5071_14TH%20ST%20AND%20SPRING%20RD NW.txt,14th St -- Spring Rd NW / Washington  DC,x,Wed  Apr 24 2013,07:45-08:45,61,418,41,32,190,62,32,247,31,3,48,11,55,61,40,95,3,94,3,6,38.937078,-77.032730
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5071_14TH%20ST%20AND%20SPRING%20RD NW.txt,14th St -- Spring Rd NW / Washington  DC,x,Wed  Apr 24 2013,11:15-12:15,21,234,18,18,55,44,29,256,26,3,18,7,38,79,62,126,1,25,1,18,38.937078,-77.032730
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5071_14TH%20ST%20AND%20SPRING%20RD NW.txt,14th St -- Spring Rd NW / Washington  DC,x,Wed  Apr 24 2013,17:00-18:00,32,325,36,36,92,62,47,404,25,9,41,20,86,132,98,201,3,24,3,50,38.937078,-77.032730
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5072_14TH%20ST%20AND%20UPSHUR%20ST NW.txt,14th St -- Upshur St NW / Washington  DC,x,Sat  May 04 2013,16:00-17:00,13,324,50,43,109,23,27,299,27,24,123,2,24,70,28,33,1,18,3,15,38.941867,-77.032727
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5072_14TH%20ST%20AND%20UPSHUR%20ST NW.txt,14th St -- Upshur St NW / Washington  DC,x,Wed  Apr 24 2013,07:45-08:45,16,449,44,22,193,30,38,273,100,30,113,2,33,43,200,45,1,59,3,5,38.941867,-77.032727
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5072_14TH%20ST%20AND%20UPSHUR%20ST NW.txt,14th St -- Upshur St NW / Washington  DC,x,Wed  Apr 24 2013,12:00-13:00,4,259,28,15,74,16,14,237,22,17,73,2,34,24,26,39,0,12,2,8,38.941867,-77.032727
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5072_14TH%20ST%20AND%20UPSHUR%20ST NW.txt,14th St -- Upshur St NW / Washington  DC,x,Wed  Apr 24 2013,17:30-18:30,4,314,39,43,152,23,23,403,46,41,158,4,39,80,94,45,3,18,0,44,38.941867,-77.032727
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5073_14TH%20ST%20AND%20V%20ST NW.txt,14th St NW -- V St NW / Washington  DC,x,Sat  Mar 23 2013,16:00-17:00,52,584,1,45,87,42,0,593,28,0,0,0,128,470,131,254,0,34,9,17,38.918112,-77.031952
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5073_14TH%20ST%20AND%20V%20ST NW.txt,14th St NW -- V St NW / Washington  DC,x,Thu  Feb 28 2013,07:30-08:30,59,688,0,94,174,67,0,319,22,0,0,0,151,188,118,0,0,74,33,4,38.918112,-77.031952
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5073_14TH%20ST%20AND%20V%20ST NW.txt,14th St NW -- V St NW / Washington  DC,x,Thu  Feb 28 2013,11:00-12:00,91,489,0,40,90,41,0,395,29,0,0,0,76,179,119,147,0,19,8,4,38.918112,-77.031952
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5073_14TH%20ST%20AND%20V%20ST NW.txt,14th St NW -- V St NW / Washington  DC,x,Thu  Feb 28 2013,17:30-18:30,95,487,1,65,146,34,0,572,39,0,0,0,114,361,131,212,0,21,3,46,38.918112,-77.031952
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5074_14TH%20ST%20AND%20W%20ST NW.txt,14th St NW -- W St NW / Washington  DC,x,Sat  Mar 16 2013,15:15-16:15,0,443,23,0,0,0,55,518,1,68,134,25,71,241,131,219,7,32,0,24,38.919185,-77.031951
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5074_14TH%20ST%20AND%20W%20ST NW.txt,14th St NW -- W St NW / Washington  DC,x,Thu  Feb 28 2013,07:45-08:45,0,655,31,0,0,0,53,333,0,99,134,23,70,198,99,198,5,101,0,3,38.919185,-77.031951
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5074_14TH%20ST%20AND%20W%20ST NW.txt,14th St NW -- W St NW / Washington  DC,x,Thu  Feb 28 2013,11:00-12:00,0,436,23,0,0,0,60,363,1,140,111,37,29,106,60,108,2,24,0,5,38.919185,-77.031951
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5074_14TH%20ST%20AND%20W%20ST NW.txt,14th St NW -- W St NW / Washington  DC,x,Thu  Feb 28 2013,17:30-18:30,0,470,34,0,0,0,86,547,0,122,219,31,57,272,100,186,10,26,1,50,38.919185,-77.031951
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5075_15TH%20ST%20AND%2016TH%20ST%20AND%20IRVING%20ST NW.txt,15th St NW -- Irving St NW / Washington  DC,x,Sat  May 11 2013,15:00-16:00,0,0,0,0,0,0,71,254,0,0,453,7,300,125,559,79,21,0,1,0,38.928675,-77.036197
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5075_15TH%20ST%20AND%2016TH%20ST%20AND%20IRVING%20ST NW.txt,15th St NW -- Irving St NW / Washington  DC,x,Tue  Feb 19 2013,07:45-08:45,0,0,0,0,0,0,62,267,0,0,481,20,170,218,714,37,34,0,2,2,38.928675,-77.036197
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5075_15TH%20ST%20AND%2016TH%20ST%20AND%20IRVING%20ST NW.txt,15th St NW -- Irving St NW / Washington  DC,x,Tue  Feb 19 2013,12:00-13:00,0,0,0,0,0,0,72,136,0,0,351,0,110,65,223,1,6,0,2,0,38.928675,-77.036197
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5075_15TH%20ST%20AND%2016TH%20ST%20AND%20IRVING%20ST NW.txt,15th St NW -- Irving St NW / Washington  DC,x,Tue  Feb 19 2013,17:30-18:30,0,0,0,0,0,0,98,535,0,0,474,2,332,200,732,9,12,0,0,10,38.928675,-77.036197
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5075_15TH%20ST%20AND%2016TH%20ST%20AND%20IRVING%20ST NW.txt,15th St NW -- Irving St NW / Washington  DC,x,Tue  Feb 19 2013,19:00-20:00,0,0,0,0,0,0,62,335,0,0,344,1,204,90,430,8,9,0,2,4,38.928675,-77.036197
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5075a_15TH%20ST%20AND%2016TH%20ST%20AND%20IRVING%20ST NW.txt,16th St -- Irving St NW / Washington  DC,x,Sat  May 11 2013,15:45-16:45,0,764,108,0,0,0,49,564,0,88,325,50,273,66,426,229,9,10,0,10,38.928687,-77.036476
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5075a_15TH%20ST%20AND%2016TH%20ST%20AND%20IRVING%20ST NW.txt,16th St -- Irving St NW / Washington  DC,x,Thu  May 02 2013,07:45-08:45,0,1611,106,0,0,0,42,499,0,100,304,46,192,28,490,209,21,23,2,5,38.928687,-77.036476
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5075a_15TH%20ST%20AND%2016TH%20ST%20AND%20IRVING%20ST NW.txt,16th St -- Irving St NW / Washington  DC,x,Thu  May 02 2013,12:00-13:00,0,734,75,0,0,0,41,498,0,52,242,33,175,24,272,121,6,4,1,2,38.928687,-77.036476
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5075a_15TH%20ST%20AND%2016TH%20ST%20AND%20IRVING%20ST NW.txt,16th St -- Irving St NW / Washington  DC,x,Thu  May 02 2013,17:15-18:15,0,992,112,0,0,0,27,1119,0,82,349,62,292,83,665,250,20,21,7,12,38.928687,-77.036476
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5076_15TH%20ST%20AND%20COLUMBIA%20RD NW.txt,15th St -- Columbia Rd NW / Washington  DC,x,Sat  May 11 2013,15:00-16:00,0,0,0,74,346,0,0,255,127,0,0,0,115,110,63,38,1,3,24,10,38.927050,-77.035525
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5076_15TH%20ST%20AND%20COLUMBIA%20RD NW.txt,15th St -- Columbia Rd NW / Washington  DC,x,Thu  Apr 11 2013,07:45-08:45,0,0,0,44,293,0,0,302,233,0,0,0,182,164,87,55,0,4,36,9,38.927050,-77.035525
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5076_15TH%20ST%20AND%20COLUMBIA%20RD NW.txt,15th St -- Columbia Rd NW / Washington  DC,x,Thu  Apr 11 2013,11:30-12:30,0,0,0,49,358,0,0,148,90,0,0,0,130,101,29,29,0,2,9,4,38.927050,-77.035525
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5076_15TH%20ST%20AND%20COLUMBIA%20RD NW.txt,15th St -- Columbia Rd NW / Washington  DC,x,Thu  Apr 11 2013,17:00-18:00,0,0,0,105,406,0,0,474,115,0,0,0,185,154,103,47,0,2,19,28,38.927050,-77.035525
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5077_15TH%20ST%20AND%20EUCLID%20ST NW.txt,15th St -- Euclid St NW / Washington  DC,x,Sat  May 11 2013,15:45-16:45,0,0,0,51,125,0,22,237,39,0,203,15,48,66,49,36,16,7,6,9,38.923433,-77.035309
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5077_15TH%20ST%20AND%20EUCLID%20ST NW.txt,15th St -- Euclid St NW / Washington  DC,x,Thu  Apr 11 2013,07:45-08:45,0,0,0,93,190,0,28,315,47,0,92,4,114,94,106,62,6,5,4,1,38.923433,-77.035309
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5077_15TH%20ST%20AND%20EUCLID%20ST NW.txt,15th St -- Euclid St NW / Washington  DC,x,Thu  Apr 11 2013,11:45-12:45,0,0,0,39,86,0,11,184,29,1,109,10,25,24,43,25,1,1,2,8,38.923433,-77.035309
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5077_15TH%20ST%20AND%20EUCLID%20ST NW.txt,15th St -- Euclid St NW / Washington  DC,x,Thu  Apr 11 2013,17:15-18:15,0,0,0,66,114,0,42,540,84,0,189,26,119,77,89,84,12,0,7,50,38.923433,-77.035309
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5078_15TH%20ST%20AND%20HARVARD%20ST NW.txt,15th St -- Harvard St NW / Washington  DC,x,Sat  May 11 2013,15:00-16:00,0,0,0,0,0,0,78,352,0,0,302,33,44,101,133,51,5,0,0,6,38.926325,-77.035484
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5078_15TH%20ST%20AND%20HARVARD%20ST NW.txt,15th St -- Harvard St NW / Washington  DC,x,Thu  Apr 11 2013,07:45-08:45,0,0,0,0,0,0,79,521,0,0,293,18,41,131,102,55,15,3,3,8,38.926325,-77.035484
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5078_15TH%20ST%20AND%20HARVARD%20ST NW.txt,15th St -- Harvard St NW / Washington  DC,x,Thu  Apr 11 2013,11:30-12:30,0,0,0,0,0,0,50,222,0,0,300,16,29,114,72,28,5,1,0,7,38.926325,-77.035484
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5078_15TH%20ST%20AND%20HARVARD%20ST NW.txt,15th St -- Harvard St NW / Washington  DC,x,Thu  Apr 11 2013,17:30-18:30,0,0,0,0,0,0,131,568,0,0,364,19,54,129,112,75,33,0,0,40,38.926325,-77.035484
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5080_15TH%20ST%20AND%20V%20ST NW.txt,15th St -- V St NW / Washington  DC,x,Sat  Mar 23 2013,15:45-16:45,0,0,0,75,98,0,0,413,22,0,0,0,78,64,47,67,2,5,10,13,38.918113,-77.034530
